"행정구역별(시군구)","주택의 종류별","항목","단위","2022 년","2023 년",
"성동구","계","(건축연도) 2021년","","27","5",
"성동구","계","(건축연도) 2020년","","16","5",
"성동구","계","(건축연도) 2019년","","14","10",
"성동구","계","(건축연도) 2018년","","7","9",
"성동구","계","(건축연도) 2017년","","18","46",
"성동구","계","(건축연도) 2016년","","18","20",
"성동구","계","(건축연도) 2015년","","44","55",
"성동구","계","(건축연도) 2014년","","50","52",
"성동구","계","(건축연도) 2013년","","7","X",
"성동구","계","(건축연도) 2012년","","97","102",
"성동구","계","(건축연도) 2011년","","38","40",
"성동구","계","(건축연도) 2010년","","6","X",
"성동구","계","(건축연도) 2005~2009년","","126","102",
"성동구","계","(건축연도) 2000~2004년","","461","423",
"성동구","계","(건축연도) 1990~1999년","","703","672",
"성동구","계","(건축연도) 1980~1989년","","246","387",
"성동구","계","(건축연도) 1979년 이전","","71","77",
"성동구","단독주택","주택_계","","27","20",
"성동구","단독주택","(건축연도) 2023년","","","X",
"성동구","단독주택","(건축연도) 2022년","","X","X",
"성동구","단독주택","(건축연도) 2021년","","X","X",
"성동구","단독주택","(건축연도) 2020년","","X","X",
"성동구","단독주택","(건축연도) 2019년","","X","X",
"성동구","단독주택","(건축연도) 2018년","","X","X",
"성동구","단독주택","(건축연도) 2017년","","X","X",
"성동구","단독주택","(건축연도) 2016년","","X","X",
"성동구","단독주택","(건축연도) 2015년","","X","X",
"성동구","단독주택","(건축연도) 2014년","","X","X",
"성동구","단독주택","(건축연도) 2013년","","X","X",
"성동구","단독주택","(건축연도) 2012년","","X","X",
"성동구","단독주택","(건축연도) 2011년","","X","X",
"성동구","단독주택","(건축연도) 2010년","","X","X",
"성동구","단독주택","(건축연도) 2005~2009년","","X","X",
"성동구","단독주택","(건축연도) 2000~2004년","","X","X",
"성동구","단독주택","(건축연도) 1990~1999년","","X","X",
"성동구","단독주택","(건축연도) 1980~1989년","","7","X",
"성동구","단독주택","(건축연도) 1979년 이전","","18","17",
"성동구","아파트","주택_계","","1366","1414",
"성동구","아파트","(건축연도) 2023년","","","X",
"성동구","아파트","(건축연도) 2022년","","X","X",
"성동구","아파트","(건축연도) 2021년","","X","X",
"성동구","아파트","(건축연도) 2020년","","16","5",
"성동구","아파트","(건축연도) 2019년","","11","9",
"성동구","아파트","(건축연도) 2018년","","7","8",
"성동구","아파트","(건축연도) 2017년","","18","42",
"성동구","아파트","(건축연도) 2016년","","15","15",
"성동구","아파트","(건축연도) 2015년","","38","47",
"성동구","아파트","(건축연도) 2014년","","49","49",
"성동구","아파트","(건축연도) 2013년","","X","X",
"성동구","아파트","(건축연도) 2012년","","90","88",
"성동구","아파트","(건축연도) 2011년","","29","33",
"성동구","아파트","(건축연도) 2010년","","5","X",
"성동구","아파트","(건축연도) 2005~2009년","","79","47",
"성동구","아파트","(건축연도) 2000~2004년","","423","382",
"성동구","아파트","(건축연도) 1990~1999년","","396","385",
"성동구","아파트","(건축연도) 1980~1989년","","171","281",
"성동구","아파트","(건축연도) 1979년 이전","","17","22",
"성동구","연립주택","주택_계","","54","90",
"성동구","연립주택","(건축연도) 2023년","","","X",
"성동구","연립주택","(건축연도) 2022년","","X","8",
"성동구","연립주택","(건축연도) 2021년","","X","X",
"성동구","연립주택","(건축연도) 2020년","","X","X",
"성동구","연립주택","(건축연도) 2019년","","X","X",
"성동구","연립주택","(건축연도) 2018년","","X","X",
"성동구","연립주택","(건축연도) 2017년","","X","X",
"성동구","연립주택","(건축연도) 2016년","","X","X",
"성동구","연립주택","(건축연도) 2015년","","X","X",
"성동구","연립주택","(건축연도) 2014년","","X","X",
"성동구","연립주택","(건축연도) 2013년","","X","X",
"성동구","연립주택","(건축연도) 2012년","","X","X",
"성동구","연립주택","(건축연도) 2011년","","X","X",
"성동구","연립주택","(건축연도) 2010년","","X","X",
"성동구","연립주택","(건축연도) 2005~2009년","","13","13",
"성동구","연립주택","(건축연도) 2000~2004년","","X","X",
"성동구","연립주택","(건축연도) 1990~1999년","","15","15",
"성동구","연립주택","(건축연도) 1980~1989년","","20","47",
"성동구","연립주택","(건축연도) 1979년 이전","","5","7",
"성동구","다세대주택","주택_계","","450","439",
"성동구","다세대주택","(건축연도) 2023년","","","5",
"성동구","다세대주택","(건축연도) 2022년","","8","X",
"성동구","다세대주택","(건축연도) 2021년","","27","5",
"성동구","다세대주택","(건축연도) 2020년","","X","X",
"성동구","다세대주택","(건축연도) 2019년","","X","X",
"성동구","다세대주택","(건축연도) 2018년","","X","X",
"성동구","다세대주택","(건축연도) 2017년","","X","X",
"성동구","다세대주택","(건축연도) 2016년","","X","5",
"성동구","다세대주택","(건축연도) 2015년","","6","8",
"성동구","다세대주택","(건축연도) 2014년","","X","X",
"성동구","다세대주택","(건축연도) 2013년","","5","X",
"성동구","다세대주택","(건축연도) 2012년","","7","14",
"성동구","다세대주택","(건축연도) 2011년","","9","7",
"성동구","다세대주택","(건축연도) 2010년","","X","X",
"성동구","다세대주택","(건축연도) 2005~2009년","","34","41",
"성동구","다세대주택","(건축연도) 2000~2004년","","34","39",
"성동구","다세대주택","(건축연도) 1990~1999년","","273","249",
"성동구","다세대주택","(건축연도) 1980~1989년","","33","41",
"성동구","다세대주택","(건축연도) 1979년 이전","","6","6",
"성동구","비주거용 건물 내 주택","주택_계","","61","67",
"성동구","비주거용 건물 내 주택","(건축연도) 2023년","","","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2022년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2021년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2020년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2019년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2018년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2017년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2016년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2015년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2014년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2013년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2012년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2011년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2010년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2005~2009년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 2000~2004년","","X","X",
"성동구","비주거용 건물 내 주택","(건축연도) 1990~1999년","","17","22",
"성동구","비주거용 건물 내 주택","(건축연도) 1980~1989년","","15","16",
"성동구","비주거용 건물 내 주택","(건축연도) 1979년 이전","","25","25",
"광진구","계","주택_계","","1146","1302",
"광진구","계","(건축연도) 2023년","","","124",
"광진구","계","(건축연도) 2022년","","66","42",
"광진구","계","(건축연도) 2021년","","48","16",
"광진구","계","(건축연도) 2020년","","31","12",
"광진구","계","(건축연도) 2019년","","10","9",
"광진구","계","(건축연도) 2018년","","13","8",
"광진구","계","(건축연도) 2017년","","19","9",
"광진구","계","(건축연도) 2016년","","22","10",
"광진구","계","(건축연도) 2015년","","8","8",
"광진구","계","(건축연도) 2014년","","5","X",
"광진구","계","(건축연도) 2013년","","8","19",
"광진구","계","(건축연도) 2012년","","7","11",
"광진구","계","(건축연도) 2011년","","8","9",
"광진구","계","(건축연도) 2010년","","X","16",
"광진구","계","(건축연도) 2005~2009년","","27","52",
"광진구","계","(건축연도) 2000~2004년","","121","166",
"광진구","계","(건축연도) 1990~1999년","","405","440",
"광진구","계","(건축연도) 1980~1989년","","271","269",
"광진구","계","(건축연도) 1979년 이전","","73","80",
"광진구","단독주택","주택_계","","10","17",
"광진구","단독주택","(건축연도) 2023년","","","X",
"광진구","단독주택","(건축연도) 2022년","","X","X",
"광진구","단독주택","(건축연도) 2021년","","X","X",
"광진구","단독주택","(건축연도) 2020년","","X","X",
"광진구","단독주택","(건축연도) 2019년","","X","X",
"광진구","단독주택","(건축연도) 2018년","","X","X",
"광진구","단독주택","(건축연도) 2017년","","X","X",
"광진구","단독주택","(건축연도) 2016년","","X","X",
"광진구","단독주택","(건축연도) 2015년","","X","X",
"광진구","단독주택","(건축연도) 2014년","","X","X",
"광진구","단독주택","(건축연도) 2013년","","X","X",
"광진구","단독주택","(건축연도) 2012년","","X","X",
"광진구","단독주택","(건축연도) 2011년","","X","X",
"광진구","단독주택","(건축연도) 2010년","","X","X",
"광진구","단독주택","(건축연도) 2005~2009년","","X","X",
"광진구","단독주택","(건축연도) 2000~2004년","","X","X",
"광진구","단독주택","(건축연도) 1990~1999년","","X","X",
"광진구","단독주택","(건축연도) 1980~1989년","","X","X",
"광진구","단독주택","(건축연도) 1979년 이전","","9","12",
"광진구","아파트","주택_계","","449","585",
"광진구","아파트","(건축연도) 2023년","","","101",
"광진구","아파트","(건축연도) 2022년","","X","19",
"광진구","아파트","(건축연도) 2021년","","5","X",
"광진구","아파트","(건축연도) 2020년","","X","X",
"광진구","아파트","(건축연도) 2019년","","X","X",
"광진구","아파트","(건축연도) 2018년","","X","X",
"광진구","아파트","(건축연도) 2017년","","X","X",
"광진구","아파트","(건축연도) 2016년","","X","X",
"광진구","아파트","(건축연도) 2015년","","X","X",
"광진구","아파트","(건축연도) 2014년","","X","X",
"광진구","아파트","(건축연도) 2013년","","X","X",
"광진구","아파트","(건축연도) 2012년","","X","X",
"광진구","아파트","(건축연도) 2011년","","X","X",
"광진구","아파트","(건축연도) 2010년","","X","X",
"광진구","아파트","(건축연도) 2005~2009년","","X","13",
"광진구","아파트","(건축연도) 2000~2004년","","21","34",
"광진구","아파트","(건축연도) 1990~1999년","","256","260",
"광진구","아파트","(건축연도) 1980~1989년","","136","129",
"광진구","아파트","(건축연도) 1979년 이전","","23","25",
"광진구","연립주택","주택_계","","147","166",
"광진구","연립주택","(건축연도) 2023년","","","X",
"광진구","연립주택","(건축연도) 2022년","","11","5",
